Source_File_ID,Source_File_Name,Load_Num,Harvest_Date,Comment
90892902,HMC_1912_52_2025-09-12_112122_15895.grc,2,9/12/2025 12:22,
90892901,Corn_3031N_51_2025-09-11_133903_15895.grc,2,9/11/2025 15:47,
90892901,Corn_3031N_51_2025-09-11_133903_15895.grc,3,9/11/2025 16:36,
79401842,Soybeans_1335_46_2024-10-25_151842_15895.grc,1,10/25/2024 16:04,
79401842,Soybeans_1335_46_2024-10-25_151842_15895.grc,2,10/25/2024 16:34,
79401842,Soybeans_1335_46_2024-10-25_151842_15895.grc,3,10/28/2024 8:08,
79401841,Corn_1403_45_2024-10-24_153337_15895.grc,2,10/24/2024 16:04,
79401838,Corn_1802_43_2024-10-24_103449_15895.grc,2,10/24/2024 11:36,
79284906,Corn_1403_45_2024-10-24_153337_15895.grc,2,10/24/2024 16:04,
79284904,Corn_1802_43_2024-10-24_103449_15895.grc,2,10/24/2024 11:36,
79211404,Corn_1331S_35_2024-10-23_171551_15588.grc,2,10/24/2024 7:56,
79207620,Corn_1331S_42_2024-10-23_173206_15895.grc,1,10/23/2024 17:38,
79207619,Corn_2665_41_2024-10-23_162546_15895.grc,1,10/23/2024 16:33,
79207619,Corn_2665_41_2024-10-23_162546_15895.grc,2,10/23/2024 16:56,
79207618,Corn_2634_40_2024-10-23_151026_15895.grc,1,10/23/2024 15:31,
79207611,Corn_2635_38_2024-10-23_121421_15895.grc,3,10/23/2024 13:36,
79133439,Corn_3514_36_2024-10-22_131224_15895.grc,8,10/22/2024 18:17,
79133439,Corn_3514_36_2024-10-22_131224_15895.grc,9,10/23/2024 7:56,
79064641,Soybeans_2016W_35_2024-10-21_153927_15895.grc,1,10/21/2024 16:12,
79064640,Soybeans_2015S_34_2024-10-21_112921_15895.grc,1,10/21/2024 12:04,
79064639,Corn_1312_33_2024-10-18_171928_15895.grc,2,10/21/2024 9:13,
79064626,Corn_2436S_24_2024-10-15_144049_15895.grc,7,10/17/2024 14:18,
79064210,Soybeans_2016W_35_2024-10-21_153927_15895.grc,1,10/21/2024 16:12,
79064208,Soybeans_2015S_34_2024-10-21_112921_15895.grc,1,10/21/2024 12:04,
78848718,Corn_3031_25_2024-10-17_120448_15588.grc,2,10/17/2024 12:50,
78848718,Corn_3031_25_2024-10-17_120448_15588.grc,3,10/17/2024 13:10,
78848718,Corn_3031_25_2024-10-17_120448_15588.grc,4,10/17/2024 13:24,
78817397,Corn_2436S_24_2024-10-15_144049_15895.grc,3,10/15/2024 16:03,
78817384,Soybeans_1402W_22_2024-10-07_175232_15895.grc,1,10/7/2024 18:02,
78817384,Soybeans_1402W_22_2024-10-07_175232_15895.grc,2,10/7/2024 18:33,
78817384,Soybeans_1402W_22_2024-10-07_175232_15895.grc,3,10/7/2024 19:03,
78817384,Soybeans_1402W_22_2024-10-07_175232_15895.grc,4,10/7/2024 19:14,
78817383,Soybeans_2307-08W_21_2024-10-07_151302_15895.grc,6,10/7/2024 17:12,
78817383,Soybeans_2307-08W_21_2024-10-07_151302_15895.grc,7,10/7/2024 17:27,
78817372,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,1,10/1/2024 18:56,
78817372,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,2,10/1/2024 19:19,
78817372,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,3,10/2/2024 8:01,
78817371,Soybeans_1861_14_2024-10-01_152713_15895.grc,1,10/1/2024 16:16,
78817369,Soybeans_1793_12_2024-09-30_122522_15895.grc,7,9/30/2024 15:41,
78817369,Soybeans_1793_12_2024-09-30_122522_15895.grc,9,9/30/2024 16:43,
78817369,Soybeans_1793_12_2024-09-30_122522_15895.grc,18,10/1/2024 9:59,
78817364,Corn_1314_7_2024-09-26_171301_15895.grc,1,9/26/2024 17:37,
78817364,Corn_1314_7_2024-09-26_171301_15895.grc,2,9/26/2024 18:01,
78803917,Corn_2541_23_2024-10-16_161123_15588.grc,2,10/16/2024 17:33,
78803917,Corn_2541_23_2024-10-16_161123_15588.grc,4,10/16/2024 18:28,
78759672,Corn_2436S_21_2024-10-15_132042_15588.grc,5,10/15/2024 15:44,
78759672,Corn_2436S_21_2024-10-15_132042_15588.grc,6,10/15/2024 16:14,
78759672,Corn_2436S_21_2024-10-15_132042_15588.grc,7,10/15/2024 16:41,
78759672,Corn_2436S_21_2024-10-15_132042_15588.grc,8,10/16/2024 9:42,
78658236,Soybeans_1401_17_2024-10-14_141456_15588.grc,1,10/14/2024 14:38,
78642116,Soybeans_2436N_15_2024-10-11_093047_15588.grc,12,10/11/2024 16:31,
78642115,Soybeans_1860_14_2024-10-10_171909_15588.grc,1,10/11/2024 8:30,
78642113,Soybeans_1863N_13_2024-10-10_132045_15588.grc,8,10/10/2024 16:56,
78642113,Soybeans_1863N_13_2024-10-10_132045_15588.grc,9,10/10/2024 17:12,
78642106,Soybeans_2310_9_2024-10-04_115032_15588.grc,10,10/4/2024 16:51,
78642106,Soybeans_2310_9_2024-10-04_115032_15588.grc,11,10/4/2024 17:11,
78642105,Corn_1801_8_2024-10-03_145813_15588.grc,6,10/4/2024 9:13,
78642105,Corn_1801_8_2024-10-03_145813_15588.grc,9,10/4/2024 10:20,
78642102,Soybeans_2311_5_2024-10-02_180103_15588.grc,2,10/2/2024 19:00,
78642100,Soybeans_1405_3_2024-10-02_132325_15588.grc,5,10/2/2024 16:05,
78642099,Soybeans_1308-09S_2_2024-10-02_104912_15588.grc,6,10/14/2024 11:52,
78084648,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,1,10/1/2024 18:56,
78084648,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,2,10/1/2024 19:19,
78084648,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,3,10/2/2024 8:01,
78084647,Soybeans_1861_14_2024-10-01_152713_15895.grc,1,10/1/2024 16:16,
78084645,Soybeans_1793_12_2024-09-30_122522_15895.grc,7,9/30/2024 15:41,
78084645,Soybeans_1793_12_2024-09-30_122522_15895.grc,9,9/30/2024 16:43,
78084645,Soybeans_1793_12_2024-09-30_122522_15895.grc,18,10/1/2024 9:59,
78084640,Corn_1314_7_2024-09-26_171301_15895.grc,1,9/26/2024 17:37,
78084640,Corn_1314_7_2024-09-26_171301_15895.grc,2,9/26/2024 18:01,
78084531,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,1,10/1/2024 18:56,
78084531,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,2,10/1/2024 19:19,
78084531,Soybeans_1308.09S_16_2024-10-01_182728_15895.grc,3,10/2/2024 8:01,
78084530,Soybeans_1861_14_2024-10-01_152713_15895.grc,1,10/1/2024 16:16,
78084526,Soybeans_1793_12_2024-09-30_122522_15895.grc,7,9/30/2024 15:41,
78084526,Soybeans_1793_12_2024-09-30_122522_15895.grc,9,9/30/2024 16:43,
78084526,Soybeans_1793_12_2024-09-30_122522_15895.grc,18,10/1/2024 9:59,
78084521,Corn_1314_7_2024-09-26_171301_15895.grc,1,9/26/2024 17:37,
78084521,Corn_1314_7_2024-09-26_171301_15895.grc,2,9/26/2024 18:01,
